Id,Email,PlacaCarro,DataCadastro,Celular,Telefone,CPF,Nome,Tipo,ValorBase,Empresa_Id
509,a@a.com.br,XXX-0000,2032-10-24 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carolina Teixeira,1,0.0,11
510,a@a.com.br,XXX-0000,2030-09-01 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Marcela Queiroz,1,0.0,14
511,a@a.com.br,XXX-0000,2032-11-07 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Amanda Costa,1,0.0,17
512,a@a.com.br,XXX-0000,2031-10-25 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Bruno Coelho,1,0.0,19
513,a@a.com.br,XXX-0000,2030-05-16 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Paula Silveira,1,0.0,16
514,a@a.com.br,XXX-0000,2032-05-02 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Patricia Cordeiro,1,0.0,19
515,a@a.com.br,XXX-0000,2032-02-15 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Cesar Queiroz,1,0.0,2
516,a@a.com.br,XXX-0000,2030-11-22 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Vitor Dias,1,0.0,21
517,a@a.com.br,XXX-0000,2031-09-11 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Vitor Gomes,1,0.0,20
518,a@a.com.br,XXX-0000,2032-06-05 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Vitor Santana,1,0.0,11
519,a@a.com.br,XXX-0000,2032-01-06 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Bruno Campos,1,0.0,7
520,a@a.com.br,XXX-0000,2030-01-10 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Pedro Moraes,1,0.0,11
521,a@a.com.br,XXX-0000,2031-12-14 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Lívia Vieira,1,0.0,4
522,a@a.com.br,XXX-0000,2032-04-07 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Camila Gomes,1,0.0,7
523,a@a.com.br,XXX-0000,2030-09-08 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Diego Gomes,1,0.0,17
524,a@a.com.br,XXX-0000,2032-10-09 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Camila Queiroz,1,0.0,12
525,a@a.com.br,XXX-0000,2032-09-19 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Vinicius Medeiros,1,0.0,8
526,a@a.com.br,XXX-0000,2032-04-22 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Patricia Cardoso,1,0.0,12
527,a@a.com.br,XXX-0000,2030-06-16 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carolina Barros,1,0.0,20
528,a@a.com.br,XXX-0000,2030-10-16 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Rafael Campos,1,0.0,10
529,a@a.com.br,XXX-0000,2030-10-20 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Renata Gomes,1,0.0,15
530,a@a.com.br,XXX-0000,2032-01-31 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Rafael Costa,1,0.0,17
531,a@a.com.br,XXX-0000,2032-10-26 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carlos Cavalcanti,1,0.0,9
532,a@a.com.br,XXX-0000,2031-11-12 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Thiago Moraes,1,0.0,6
533,a@a.com.br,XXX-0000,2031-06-09 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Rafael Martins,1,0.0,15
534,a@a.com.br,XXX-0000,2032-08-16 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Rafael Campos,1,0.0,10
535,a@a.com.br,XXX-0000,2030-11-05 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Marcela Silva,1,0.0,4
536,a@a.com.br,XXX-0000,2031-06-14 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Fábio Vargas,1,0.0,18
537,a@a.com.br,XXX-0000,2032-09-20 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Claudia Fonseca,1,0.0,5
538,a@a.com.br,XXX-0000,2032-09-12 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Fábio Borges,1,0.0,4
539,a@a.com.br,XXX-0000,2031-11-08 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carlos Fonseca,1,0.0,8
540,a@a.com.br,XXX-0000,2030-12-01 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Leandro Campos,1,0.0,7
541,a@a.com.br,XXX-0000,2032-05-28 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Diego Rocha,1,0.0,6
542,a@a.com.br,XXX-0000,2031-03-07 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Diego Castro,1,0.0,3
543,a@a.com.br,XXX-0000,2032-07-22 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Camila Souza,1,0.0,18
544,a@a.com.br,XXX-0000,2032-10-16 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Daniel Martins,1,0.0,3
545,a@a.com.br,XXX-0000,2032-09-20 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carla Santana,1,0.0,21
546,a@a.com.br,XXX-0000,2030-12-05 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Rafael Cardoso,1,0.0,1
547,a@a.com.br,XXX-0000,2032-06-06 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Rafael Batista,1,0.0,6
548,a@a.com.br,XXX-0000,2032-09-03 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Daniela Queiroz,1,0.0,16
549,a@a.com.br,XXX-0000,2030-01-07 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Alexandre Teixeira,1,0.0,16
550,a@a.com.br,XXX-0000,2031-03-07 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Juliana Machado,1,0.0,11
551,a@a.com.br,XXX-0000,2032-05-10 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Lívia Cardoso,1,0.0,14
552,a@a.com.br,XXX-0000,2030-07-22 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Lucas Ramos,1,0.0,16
553,a@a.com.br,XXX-0000,2031-07-19 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Daniela Dias,1,0.0,10
554,a@a.com.br,XXX-0000,2030-12-06 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Alexandre Costa,1,0.0,7
555,a@a.com.br,XXX-0000,2030-07-21 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carlos Machado,1,0.0,6
556,a@a.com.br,XXX-0000,2030-12-28 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Patricia Machado,1,0.0,20
557,a@a.com.br,XXX-0000,2030-10-27 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Juliana Duarte,1,0.0,5
558,a@a.com.br,XXX-0000,2031-12-01 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Felipe Gomes,1,0.0,9
559,a@a.com.br,XXX-0000,2032-12-11 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carolina Freitas,1,0.0,4
560,a@a.com.br,XXX-0000,2030-09-12 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Eduardo Silveira,1,0.0,11
561,a@a.com.br,XXX-0000,2030-11-09 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Thiago Ramos,1,0.0,14
562,a@a.com.br,XXX-0000,2031-11-11 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Leandro Faria,1,0.0,15
563,a@a.com.br,XXX-0000,2030-07-13 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Mariana Martins,1,0.0,13
564,a@a.com.br,XXX-0000,2031-09-16 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Patricia Azevedo,1,0.0,5
565,a@a.com.br,XXX-0000,2031-03-17 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carolina Freitas,1,0.0,5
566,a@a.com.br,XXX-0000,2030-10-23 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Roberto Vargas,1,0.0,21
567,a@a.com.br,XXX-0000,2030-06-16 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Monique Lima,1,0.0,3
568,a@a.com.br,XXX-0000,2031-04-27 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Fernanda Vargas,1,0.0,2
569,a@a.com.br,XXX-0000,2032-05-21 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Fábio Medeiros,1,0.0,15
570,a@a.com.br,XXX-0000,2030-03-07 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carolina Faria,1,0.0,4
571,a@a.com.br,XXX-0000,2030-06-16 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Fernanda Batista,1,0.0,21
572,a@a.com.br,XXX-0000,2031-07-02 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Letícia Amaral,1,0.0,7
573,a@a.com.br,XXX-0000,2030-09-18 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Ricardo Lima,1,0.0,7
574,a@a.com.br,XXX-0000,2030-12-06 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Mariana Azevedo,1,0.0,16
575,a@a.com.br,XXX-0000,2030-01-29 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Renata Costa,1,0.0,20
576,a@a.com.br,XXX-0000,2030-08-06 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Larissa Santos,1,0.0,21
577,a@a.com.br,XXX-0000,2031-10-10 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Simone Barbosa,1,0.0,14
578,a@a.com.br,XXX-0000,2030-04-24 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Mariana Campos,1,0.0,4
579,a@a.com.br,XXX-0000,2032-12-08 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Letícia Santos,1,0.0,7
580,a@a.com.br,XXX-0000,2031-11-17 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,João Santana,1,0.0,12
581,a@a.com.br,XXX-0000,2032-01-06 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carla Queiroz,1,0.0,4
582,a@a.com.br,XXX-0000,2032-11-07 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Amanda Moura,1,0.0,7
583,a@a.com.br,XXX-0000,2030-03-07 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Larissa Pinto,1,0.0,17
584,a@a.com.br,XXX-0000,2032-11-28 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Felipe Azevedo,1,0.0,7
585,a@a.com.br,XXX-0000,2030-06-11 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Mateus Cunha,1,0.0,6
586,a@a.com.br,XXX-0000,2031-02-23 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Cesar Tavares,1,0.0,10
587,a@a.com.br,XXX-0000,2030-01-25 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,José Fernandes,1,0.0,15
588,a@a.com.br,XXX-0000,2030-07-19 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Fábio Souza,1,0.0,7
589,a@a.com.br,XXX-0000,2032-07-14 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Patricia Azevedo,1,0.0,1
590,a@a.com.br,XXX-0000,2030-05-14 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Renata Souza,1,0.0,9
591,a@a.com.br,XXX-0000,2031-06-27 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Rodrigo Campos,1,0.0,15
592,a@a.com.br,XXX-0000,2030-07-14 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Eduardo Pereira,1,0.0,7
593,a@a.com.br,XXX-0000,2030-11-15 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Marcos Amaral,1,0.0,3
594,a@a.com.br,XXX-0000,2032-09-16 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Mariana Batista,1,0.0,8
595,a@a.com.br,XXX-0000,2030-07-29 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Isabela Moraes,1,0.0,18
596,a@a.com.br,XXX-0000,2030-09-17 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Vanessa Faria,1,0.0,6
597,a@a.com.br,XXX-0000,2031-01-14 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Juliana Amaral,1,0.0,10
598,a@a.com.br,XXX-0000,2032-09-15 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Fábio Fonseca,1,0.0,4
599,a@a.com.br,XXX-0000,2032-09-12 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Amanda Dias,1,0.0,8
600,a@a.com.br,XXX-0000,2031-01-08 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Lívia Duarte,1,0.0,17
601,a@a.com.br,XXX-0000,2031-11-02 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Isabela Fonseca,1,0.0,7
602,a@a.com.br,XXX-0000,2032-01-10 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Mateus Barros,1,0.0,14
603,a@a.com.br,XXX-0000,2032-09-27 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Beatriz Pinto,1,0.0,13
604,a@a.com.br,XXX-0000,2030-03-18 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carla Amaral,1,0.0,7
605,a@a.com.br,XXX-0000,2030-05-08 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Alexandre Souza,1,0.0,6
606,a@a.com.br,XXX-0000,2031-08-21 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Thiago Silveira,1,0.0,19
607,a@a.com.br,XXX-0000,2032-09-17 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Bruno Carvalho,1,0.0,13
608,a@a.com.br,XXX-0000,2032-12-30 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Daniel Silva,1,0.0,5
609,a@a.com.br,XXX-0000,2032-06-23 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Alexandre Cardoso,1,0.0,4
610,a@a.com.br,XXX-0000,2030-06-11 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Bruno Siqueira,1,0.0,6
611,a@a.com.br,XXX-0000,2030-12-18 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carolina Teixeira,1,0.0,11
612,a@a.com.br,XXX-0000,2032-10-02 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Rafael Machado,1,0.0,10
613,a@a.com.br,XXX-0000,2032-01-19 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Fábio Azevedo,1,0.0,7
614,a@a.com.br,XXX-0000,2032-10-21 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Fernanda Teixeira,1,0.0,8
615,a@a.com.br,XXX-0000,2031-03-08 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Letícia Machado,1,0.0,2
616,a@a.com.br,XXX-0000,2030-03-15 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,José Barbosa,1,0.0,3
617,a@a.com.br,XXX-0000,2032-01-02 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Ricardo Tavares,1,0.0,6
618,a@a.com.br,XXX-0000,2031-07-08 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Lívia Coelho,1,0.0,18
619,a@a.com.br,XXX-0000,2031-02-21 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Vitor Coelho,1,0.0,14
620,a@a.com.br,XXX-0000,2030-03-31 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Fábio Teixeira,1,0.0,14
621,a@a.com.br,XXX-0000,2031-02-06 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Leandro Azevedo,1,0.0,4
622,a@a.com.br,XXX-0000,2031-08-23 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Pedro Teixeira,1,0.0,1
623,a@a.com.br,XXX-0000,2032-12-07 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Larissa Machado,1,0.0,4
624,a@a.com.br,XXX-0000,2031-10-10 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Leandro Fonseca,1,0.0,2
625,a@a.com.br,XXX-0000,2030-12-27 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Simone Freitas,1,0.0,18
626,a@a.com.br,XXX-0000,2030-01-07 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Roberto Fonseca,1,0.0,20
627,a@a.com.br,XXX-0000,2031-09-17 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Vanessa Souza,1,0.0,15
628,a@a.com.br,XXX-0000,2031-03-30 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Vanessa Amaral,1,0.0,18
629,a@a.com.br,XXX-0000,2031-12-28 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,João Santos,1,0.0,20
630,a@a.com.br,XXX-0000,2031-03-12 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Lívia Cardoso,1,0.0,6
631,a@a.com.br,XXX-0000,2032-07-16 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Diego Moraes,1,0.0,7
632,a@a.com.br,XXX-0000,2031-11-06 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carlos Batista,1,0.0,18
633,a@a.com.br,XXX-0000,2030-01-11 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Gustavo Mendes,1,0.0,19
634,a@a.com.br,XXX-0000,2031-07-12 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Rodrigo Coelho,1,0.0,18
635,a@a.com.br,XXX-0000,2032-01-13 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Maria Moreira,1,0.0,14
636,a@a.com.br,XXX-0000,2031-11-30 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Simone Amaral,1,0.0,1
637,a@a.com.br,XXX-0000,2032-09-02 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Gabriel Lima,1,0.0,1
638,a@a.com.br,XXX-0000,2032-02-19 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Pedro Azevedo,1,0.0,6
639,a@a.com.br,XXX-0000,2031-02-19 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Larissa Ramos,1,0.0,18
640,a@a.com.br,XXX-0000,2030-08-04 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Rodrigo Silva,1,0.0,9
641,a@a.com.br,XXX-0000,2031-10-17 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Marcela Ribeiro,1,0.0,7
642,a@a.com.br,XXX-0000,2030-01-27 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Paula Pereira,1,0.0,12
643,a@a.com.br,XXX-0000,2030-10-15 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Gabriel Fonseca,1,0.0,1
644,a@a.com.br,XXX-0000,2030-09-25 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Paula Leite,1,0.0,6
645,a@a.com.br,XXX-0000,2032-03-22 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,José Oliveira,1,0.0,13
646,a@a.com.br,XXX-0000,2030-12-15 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,André Batista,1,0.0,16
647,a@a.com.br,XXX-0000,2030-08-20 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Thiago Cardoso,1,0.0,8
648,a@a.com.br,XXX-0000,2030-02-08 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Roberto Cunha,1,0.0,5
649,a@a.com.br,XXX-0000,2031-10-08 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Francisco Machado,1,0.0,7
650,a@a.com.br,XXX-0000,2032-04-08 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Renata Rocha,1,0.0,18
651,a@a.com.br,XXX-0000,2030-08-01 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Camila Tavares,1,0.0,7
652,a@a.com.br,XXX-0000,2032-11-30 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Lívia Almeida,1,0.0,2
653,a@a.com.br,XXX-0000,2030-11-11 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Mateus Siqueira,1,0.0,8
654,a@a.com.br,XXX-0000,2031-06-07 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carlos Batista,1,0.0,15
655,a@a.com.br,XXX-0000,2031-03-02 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Fábio Gomes,1,0.0,16
656,a@a.com.br,XXX-0000,2030-06-23 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Vinicius Siqueira,1,0.0,15
657,a@a.com.br,XXX-0000,2032-06-30 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carolina Pereira,1,0.0,18
658,a@a.com.br,XXX-0000,2031-08-30 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Gabriel Duarte,1,0.0,10
659,a@a.com.br,XXX-0000,2030-01-22 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Cesar Gomes,1,0.0,15
660,a@a.com.br,XXX-0000,2030-07-14 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Isabela Pereira,1,0.0,7
661,a@a.com.br,XXX-0000,2030-04-15 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Marcos Dias,1,0.0,2
662,a@a.com.br,XXX-0000,2031-10-25 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Paula Fernandes,1,0.0,2
663,a@a.com.br,XXX-0000,2032-05-29 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Letícia Duarte,1,0.0,16
664,a@a.com.br,XXX-0000,2031-03-06 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Gustavo Souza,1,0.0,12
665,a@a.com.br,XXX-0000,2032-11-29 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Bruno Rocha,1,0.0,9
666,a@a.com.br,XXX-0000,2031-08-10 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Pedro Queiroz,1,0.0,2
667,a@a.com.br,XXX-0000,2031-08-12 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Lucas Cavalcanti,1,0.0,17
668,a@a.com.br,XXX-0000,2030-01-23 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Juliana Batista,1,0.0,20
669,a@a.com.br,XXX-0000,2032-01-06 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Vinicius Mendes,1,0.0,1
670,a@a.com.br,XXX-0000,2032-09-05 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Daniel Fonseca,1,0.0,15
671,a@a.com.br,XXX-0000,2030-12-15 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Aline Almeida,1,0.0,13
672,a@a.com.br,XXX-0000,2030-12-23 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Paula Cordeiro,1,0.0,4
673,a@a.com.br,XXX-0000,2031-03-10 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Letícia Silva,1,0.0,8
674,a@a.com.br,XXX-0000,2032-10-14 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carlos Fonseca,1,0.0,14
675,a@a.com.br,XXX-0000,2030-02-03 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Amanda Borges,1,0.0,6
676,a@a.com.br,XXX-0000,2032-03-10 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Juliana Silva,1,0.0,10
677,a@a.com.br,XXX-0000,2032-12-14 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,João Campos,1,0.0,11
678,a@a.com.br,XXX-0000,2030-08-13 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Daniela Barbosa,1,0.0,4
679,a@a.com.br,XXX-0000,2031-06-20 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Letícia Cavalcanti,1,0.0,20
680,a@a.com.br,XXX-0000,2031-01-20 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Beatriz Barbosa,1,0.0,8
681,a@a.com.br,XXX-0000,2030-02-04 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Lívia Vargas,1,0.0,15
682,a@a.com.br,XXX-0000,2030-08-04 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Eduardo Borges,1,0.0,15
683,a@a.com.br,XXX-0000,2031-11-03 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Mateus Borges,1,0.0,7
684,a@a.com.br,XXX-0000,2030-02-24 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Mateus Barros,1,0.0,1
685,a@a.com.br,XXX-0000,2030-01-13 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Gustavo Queiroz,1,0.0,11
686,a@a.com.br,XXX-0000,2032-03-05 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Francisco Cunha,1,0.0,2
687,a@a.com.br,XXX-0000,2031-07-19 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Marcos Fonseca,1,0.0,10
688,a@a.com.br,XXX-0000,2031-06-01 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Rodrigo Ribeiro,1,0.0,4
689,a@a.com.br,XXX-0000,2030-12-03 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Gabriel Silva,1,0.0,7
690,a@a.com.br,XXX-0000,2031-03-10 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,José Tavares,1,0.0,2
691,a@a.com.br,XXX-0000,2030-06-17 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Simone Dias,1,0.0,4
692,a@a.com.br,XXX-0000,2031-08-22 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Lívia Gomes,1,0.0,7
693,a@a.com.br,XXX-0000,2030-01-24 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carolina Martins,1,0.0,19
694,a@a.com.br,XXX-0000,2030-07-09 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Vitor Santana,1,0.0,18
